"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.49310413590409e-15,0.721516401889123,0.503,0.194,2.04764301197887e-11,"FCGR3A+ Mono","SNX2"
2.11017693489452e-15,0.859929403806355,0.429,0.16,2.89389664851434e-11,"FCGR3A+ Mono","CTSH"
2.36044410694457e-15,0.91579849197391,0.457,0.178,3.23711304826378e-11,"FCGR3A+ Mono","GBP2"
3.35325968793834e-15,1.15382653583184,0.383,0.14,4.59866033603864e-11,"FCGR3A+ Mono","MPC1"
3.99005087321523e-15,0.918208266637937,0.486,0.207,5.47195576752736e-11,"FCGR3A+ Mono","VAMP5"
4.1256453289889e-15,0.91848470294744,0.606,0.283,5.65791000417538e-11,"FCGR3A+ Mono","GDI2"
6.06737401538746e-15,0.591573481011779,0.84,0.54,8.32079672470236e-11,"FCGR3A+ Mono","CAPZB"
6.50346861248517e-15,1.25876547563853,0.257,0.075,8.91885685516216e-11,"FCGR3A+ Mono","VMA21"
6.50838113682018e-15,1.1462126718288,0.48,0.204,8.92559389103519e-11,"FCGR3A+ Mono","M6PR"
8.57407183602639e-15,1.13795985395374,0.451,0.179,1.17584821159266e-10,"FCGR3A+ Mono","VPS29"
9.95146147259439e-15,0.887081396800514,0.491,0.201,1.3647434263516e-10,"FCGR3A+ Mono","CSK"
1.21212646028134e-14,1.22090745932123,0.549,0.242,1.66231022762982e-10,"FCGR3A+ Mono","REEP5"
1.32033902353548e-14,0.975463125588015,0.36,0.127,1.81071293687656e-10,"FCGR3A+ Mono","PSMA4"
1.43673818585626e-14,0.55968841988946,0.92,0.626,1.97034274808328e-10,"FCGR3A+ Mono","CLIC1"
1.53220983284188e-14,0.981038932611196,0.291,0.091,2.10127256475936e-10,"FCGR3A+ Mono","ARRDC1"
1.81681165138329e-14,1.12168919836529,0.337,0.119,2.49157549870705e-10,"FCGR3A+ Mono","SCO2"
2.050360657634e-14,1.12707023120423,0.303,0.098,2.81186460587927e-10,"FCGR3A+ Mono","TSPAN14"
2.25049197707662e-14,0.767352314179181,0.731,0.384,3.08632469736287e-10,"FCGR3A+ Mono","ATP5B"
2.46847588327878e-14,0.940936431240982,0.297,0.095,3.38526782632852e-10,"FCGR3A+ Mono","CECR1"
2.61583862200997e-14,0.876373696914388,0.4,0.15,3.58736108622447e-10,"FCGR3A+ Mono","APLP2"
3.76448358020398e-14,0.956418464713537,0.354,0.127,5.16261278189174e-10,"FCGR3A+ Mono","PTPN18"
3.77838160392621e-14,0.648077551404068,0.531,0.222,5.1816725316244e-10,"FCGR3A+ Mono","CTSD"
9.18158861286905e-14,0.700683402562633,0.446,0.175,1.25916306236886e-09,"FCGR3A+ Mono","ACTR2"
9.18171433515542e-14,0.664010869336547,0.286,0.092,1.25918030392321e-09,"FCGR3A+ Mono","SRA1"
9.45518973089573e-14,1.05749907305589,0.451,0.181,1.29668471969504e-09,"FCGR3A+ Mono","LYSMD2"
1.15014848948305e-13,0.87586099644874,0.509,0.225,1.57731363847705e-09,"FCGR3A+ Mono","SDCBP"
1.39978665429183e-13,1.12508050319796,0.326,0.109,1.91966741769581e-09,"FCGR3A+ Mono","ARPC1A"
1.40918055335964e-13,1.05574364873386,0.309,0.105,1.93255021087741e-09,"FCGR3A+ Mono","GNB1"
1.43365586999657e-13,0.602316338312348,0.68,0.331,1.9661156601133e-09,"FCGR3A+ Mono","PRDX5"
1.7929548314874e-13,0.474426059448876,0.497,0.205,2.45885825590182e-09,"FCGR3A+ Mono","CEBPD"
1.92880066914594e-13,0.813863492963683,0.331,0.115,2.64515723766675e-09,"FCGR3A+ Mono","AKIRIN2"
1.97235524267059e-13,0.866661153086451,0.371,0.137,2.70488797979844e-09,"FCGR3A+ Mono","PARVG"
2.6891971326561e-13,0.941811532251077,0.286,0.093,3.68796494772458e-09,"FCGR3A+ Mono","PFKL"
2.82923723914537e-13,0.828553337319188,0.737,0.442,3.88001594976395e-09,"FCGR3A+ Mono","NDUFA13"
3.01674269187751e-13,0.841841075749862,0.377,0.141,4.13716092764082e-09,"FCGR3A+ Mono","POMP"
4.13732865729768e-13,0.698310237897227,0.766,0.468,5.67393252061803e-09,"FCGR3A+ Mono","TCEB2"
4.14362211397521e-13,0.49264121905443,0.8,0.443,5.68256336710561e-09,"FCGR3A+ Mono","SNX3"
4.46225649323251e-13,0.997552573307721,0.777,0.454,6.11953855481906e-09,"FCGR3A+ Mono","TPM3"
4.83974844931907e-13,0.433711576400948,0.989,0.91,6.63723102339618e-09,"FCGR3A+ Mono","ARHGDIB"
5.13372577436326e-13,0.881737078078158,0.349,0.129,7.04039152696177e-09,"FCGR3A+ Mono","SNAP23"
6.18479736745097e-13,0.682978191161037,0.52,0.222,8.48183110972226e-09,"FCGR3A+ Mono","DBNL"
6.61127120440021e-13,0.716453764639606,0.48,0.203,9.06669732971445e-09,"FCGR3A+ Mono","WAS"
6.79604076609725e-13,0.443563220884158,0.926,0.668,9.32009030662577e-09,"FCGR3A+ Mono","EIF4A1"
7.1905100437461e-13,1.10410098867761,0.269,0.088,9.8610654739934e-09,"FCGR3A+ Mono","ATP2B1"
1.09278112775245e-12,0.481200370957405,0.96,0.824,1.49864003859971e-08,"FCGR3A+ Mono","SLC25A6"
1.42561797466883e-12,0.874485122144057,0.457,0.197,1.95509249046083e-08,"FCGR3A+ Mono","VDAC1"
1.53641061352379e-12,0.674766124684637,0.84,0.533,2.10703351538653e-08,"FCGR3A+ Mono","BRK1"
1.58334455331372e-12,1.02073039240675,0.28,0.095,2.17139872041443e-08,"FCGR3A+ Mono","IL10RB"
1.83365901832595e-12,0.753651678897695,0.309,0.109,2.51467997773221e-08,"FCGR3A+ Mono","TREX1"
2.39038134844298e-12,0.563786298859495,0.469,0.204,3.27816898125471e-08,"FCGR3A+ Mono","CDKN2D"
2.4092849236256e-12,1.33535074118935,0.274,0.095,3.30409334426015e-08,"FCGR3A+ Mono","MIDN"
2.80417765902303e-12,0.552239318042318,0.823,0.479,3.84564924158418e-08,"FCGR3A+ Mono","ARL6IP4"
2.81339818880322e-12,0.735839127014407,0.629,0.303,3.85829427612473e-08,"FCGR3A+ Mono","ATP5J2"
2.86305016695636e-12,0.625867896931,0.554,0.26,3.92638699896395e-08,"FCGR3A+ Mono","LAMTOR5"
3.82079157165075e-12,0.83382760179144,0.314,0.113,5.23983356136184e-08,"FCGR3A+ Mono","RTN3"
4.43527804814069e-12,0.948011282394402,0.286,0.102,6.08254031522015e-08,"FCGR3A+ Mono","UBE2J1"
5.19664538319371e-12,0.638486912348563,0.474,0.206,7.12667947851186e-08,"FCGR3A+ Mono","LAMTOR2"
5.90620932804848e-12,1.04133064602976,0.274,0.095,8.09977547248569e-08,"FCGR3A+ Mono","KLF3"
6.4727253434213e-12,0.548044083250335,0.64,0.335,8.87669553596797e-08,"FCGR3A+ Mono","COX5A"
6.74049279732195e-12,0.562316270632814,0.611,0.288,9.24391182224732e-08,"FCGR3A+ Mono","C20orf24"
6.81944043121301e-12,1.28592903011306,0.343,0.132,9.35218060736552e-08,"FCGR3A+ Mono","PMVK"
7.69910901966708e-12,1.63153094185699,0.314,0.118,1.05585581095714e-07,"FCGR3A+ Mono","GCA"
7.71325114456064e-12,0.541093107387652,0.634,0.322,1.05779526196505e-07,"FCGR3A+ Mono","CYTIP"
9.55962060477261e-12,0.904016518709392,0.451,0.208,1.31100636973852e-07,"FCGR3A+ Mono","LAPTM4A"
9.65604413495127e-12,1.04909025708159,0.297,0.11,1.32422989266722e-07,"FCGR3A+ Mono","PKN1"
1.0043978435863e-11,0.488407692206492,0.691,0.35,1.37743120269426e-07,"FCGR3A+ Mono","ATP6V1F"
1.01782402277482e-11,0.88279845882986,0.337,0.13,1.39584386483339e-07,"FCGR3A+ Mono","GNAI3"
1.02486508568193e-11,1.01834424266749,0.263,0.09,1.4054999785042e-07,"FCGR3A+ Mono","MRPL27"
1.46471108623177e-11,0.648089396056703,0.429,0.184,2.00870478365824e-07,"FCGR3A+ Mono","TGFB1"
1.90237945468224e-11,0.729026558180911,0.331,0.128,2.60892318415123e-07,"FCGR3A+ Mono","SH3GLB1"
1.94293382855679e-11,0.660863655133199,0.463,0.205,2.66453945248278e-07,"FCGR3A+ Mono","FMNL1"
1.95109460134545e-11,0.728141012206112,0.44,0.191,2.67573113628515e-07,"FCGR3A+ Mono","GLIPR1"
2.61240453782675e-11,1.03264445749845,0.411,0.177,3.5826515831756e-07,"FCGR3A+ Mono","PPT1"
2.99261878929204e-11,0.884716304710112,0.28,0.1,4.10407740763511e-07,"FCGR3A+ Mono","PLIN2"
3.18713546761712e-11,0.402881416205175,0.657,0.32,4.37083758029012e-07,"FCGR3A+ Mono","CSNK2B"
3.34821730258933e-11,0.862342642181684,0.463,0.209,4.591745208771e-07,"FCGR3A+ Mono","CD97"
3.50043025496682e-11,0.359850926190504,0.943,0.682,4.80049005166149e-07,"FCGR3A+ Mono","CD48"
3.86886655262853e-11,0.838715274096696,0.366,0.152,5.30576359027477e-07,"FCGR3A+ Mono","SHKBP1"
3.91502767400505e-11,0.859899890995883,0.411,0.179,5.36906895213052e-07,"FCGR3A+ Mono","SERPINB6"
4.64822778864204e-11,0.962152411998264,0.269,0.096,6.37457958934369e-07,"FCGR3A+ Mono","NR4A1"
5.05771076795606e-11,0.757722309325653,0.554,0.274,6.93614454717495e-07,"FCGR3A+ Mono","CLTA"
5.2265219851226e-11,0.825845619203836,0.383,0.162,7.16765225039714e-07,"FCGR3A+ Mono","SPG21"
6.44851225600268e-11,0.577308652992524,0.429,0.179,8.84348970788208e-07,"FCGR3A+ Mono","WASF2"
6.5601807597738e-11,0.492974095978739,0.543,0.26,8.99663189395379e-07,"FCGR3A+ Mono","CNPY3"
7.00442606115665e-11,0.86368462054509,0.269,0.097,9.60586990027022e-07,"FCGR3A+ Mono","POLR3K"
7.62737476399581e-11,0.698902851226681,0.486,0.222,1.04601817513439e-06,"FCGR3A+ Mono","ICAM2"
9.31717882198902e-11,0.67561471873938,0.274,0.099,1.27775790364757e-06,"FCGR3A+ Mono","TXNDC17"
9.59162182189627e-11,0.598834668608961,0.629,0.326,1.31539501665486e-06,"FCGR3A+ Mono","WDR83OS"
1.03620980902642e-10,1.01646683926264,0.566,0.287,1.42105813209883e-06,"FCGR3A+ Mono","PRDX1"
1.05321224703307e-10,0.619129287741964,0.423,0.184,1.44437527558115e-06,"FCGR3A+ Mono","IDH3G"
1.14764511642252e-10,0.722328810424076,0.286,0.105,1.57388051266184e-06,"FCGR3A+ Mono","SLIRP"
1.3353274615604e-10,0.703673213502395,0.68,0.366,1.83126808078394e-06,"FCGR3A+ Mono","HCLS1"
1.38284289463822e-10,1.45521330078792,0.389,0.169,1.89643074570685e-06,"FCGR3A+ Mono","IDH2"
1.44490036744973e-10,0.46967878322512,0.411,0.175,1.98153636392056e-06,"FCGR3A+ Mono","RILPL2"
1.52698092693875e-10,0.547527880307396,0.606,0.307,2.09410164320381e-06,"FCGR3A+ Mono","EVI2B"
1.5569600544776e-10,0.748685575038919,0.297,0.113,2.13521501871058e-06,"FCGR3A+ Mono","MTHFS"
1.74209196648606e-10,1.00248884940437,0.32,0.128,2.38910492283898e-06,"FCGR3A+ Mono","PLSCR1"
2.08891588723034e-10,0.70677834363521,0.297,0.112,2.86473924774769e-06,"FCGR3A+ Mono","GNG2"
2.10450600892457e-10,1.19411888915484,0.434,0.198,2.88611954063915e-06,"FCGR3A+ Mono","NDUFB5"
2.11559706711749e-10,0.515676661479711,0.766,0.465,2.90132981784493e-06,"FCGR3A+ Mono","PRR13"
2.21536831100863e-10,0.685698082028509,0.389,0.167,3.03815610171724e-06,"FCGR3A+ Mono","C7orf73"
2.29167230332766e-10,0.507359281255286,0.583,0.298,3.14279939678355e-06,"FCGR3A+ Mono","CASP4"
2.70831929867963e-10,0.357733937443256,0.366,0.152,3.71418908620925e-06,"FCGR3A+ Mono","CORO1B"
2.83993682302599e-10,0.452778514112915,0.977,0.794,3.89468935909784e-06,"FCGR3A+ Mono","CORO1A"
2.93428254309456e-10,1.01260788045046,0.406,0.177,4.02407507959989e-06,"FCGR3A+ Mono","ATP1A1"
3.35058577964572e-10,0.690594223572459,0.474,0.22,4.59499333820614e-06,"FCGR3A+ Mono","PGAM1"
3.86394657238519e-10,0.547379256284526,0.634,0.344,5.29901632936905e-06,"FCGR3A+ Mono","RAP1B"
4.36593909535717e-10,0.616777083126198,0.4,0.17,5.98744887537282e-06,"FCGR3A+ Mono","PSMD9"
4.45560712561704e-10,0.746158206458008,0.714,0.412,6.11041961207121e-06,"FCGR3A+ Mono","ATP5G3"
4.87088627789573e-10,1.09043368666367,0.28,0.107,6.6799334415062e-06,"FCGR3A+ Mono","MLX"
5.04511464021802e-10,0.444253734919003,0.949,0.8,6.91887021759499e-06,"FCGR3A+ Mono","PPDPF"
6.13688216147587e-10,0.877100125136096,0.377,0.167,8.416120196248e-06,"FCGR3A+ Mono","SSR3"
8.49779901394032e-10,0.80390441135435,0.291,0.114,1.16538815677178e-05,"FCGR3A+ Mono","AOAH"
1.01378944080309e-09,0.85747253646763,0.286,0.112,1.39031083911736e-05,"FCGR3A+ Mono","PDCL3"
1.13948751204959e-09,0.513336477241077,0.863,0.542,1.56269317402481e-05,"FCGR3A+ Mono","PSMA7"
1.16726442105222e-09,0.802897234324123,0.366,0.162,1.60078642703101e-05,"FCGR3A+ Mono","NMI"
1.29674009139691e-09,0.788283121748645,0.36,0.156,1.77834936134173e-05,"FCGR3A+ Mono","SYTL1"
1.29928316247572e-09,0.78325153014047,0.497,0.246,1.7818369290192e-05,"FCGR3A+ Mono","WDR1"
1.33173717482132e-09,0.896056544843648,0.28,0.111,1.82634436154995e-05,"FCGR3A+ Mono","DEDD2"
